"SpeciesGroup","SpeciesName","OperationYear","AreaName","SpeciesCode","CompanyCount_taxID","TotalNetWeight","TotalWholesaleValue","WholesalePricePerlb"
"salmon"," chinook",1998,"Juneau/Yakutat",410,25,"616605"," 1305281 "," 2.12 "
"salmon"," chum",1998,"Juneau/Yakutat",450,32,"14523276"," 8052754 "," 0.55 "
"salmon"," coho",1998,"Juneau/Yakutat",430,31,"3968294"," 6697699 "," 1.69 "
"salmon"," pink",1998,"Juneau/Yakutat",440,16,"10408990"," 11638218 "," 1.12 "
"salmon"," sockeye",1998,"Juneau/Yakutat",420,33,"2792544"," 7050887 "," 2.52 "
"scallop"," weathervane",1998,"Juneau/Yakutat",850,7,"201823"," 1158918 "," 5.74 "
"shrimp"," coonstriped",1998,"Juneau/Yakutat",964,10,"30088"," 114759 "," 3.81 "
"shrimp"," spot",1998,"Juneau/Yakutat",965,11,"26162"," 154357 "," 5.90 "
"clam"," Pacific geoduck",1998,"Ketchikan/Craig",815,5,"164922"," 652964 "," 3.96 "
"cod"," Pacific (gray)",1998,"Ketchikan/Craig",110,3,"12872"," 5714 "," 0.44 "
"crab"," Dungeness",1998,"Ketchikan/Craig",910,5,"62628"," 131617 "," 2.10 "
"halibut"," Pacific",1998,"Ketchikan/Craig",200,7,"805168"," 2428163 "," 3.02 "
"herring"," roe on kelp",1998,"Ketchikan/Craig",231,3,"200917"," 1712087 "," 8.52 "
"herring"," with sac roe",1998,"Ketchikan/Craig",234,3,"742211"," 1016060 "," 1.37 "
"lingcod","",1998,"Ketchikan/Craig",130,3,"70501"," 119905 "," 1.70 "
"rockfish"," quillback",1998,"Ketchikan/Craig",147,3,"4971"," 4709 "," 0.95 "
"rockfish"," redbanded",1998,"Ketchikan/Craig",153,3,"7853"," 7723 "," 0.98 "
"rockfish"," rougheye",1998,"Ketchikan/Craig",151,4,"5941"," 6927 "," 1.17 "
"rockfish"," shortraker",1998,"Ketchikan/Craig",152,4,"13338"," 19151 "," 1.44 "
"rockfish"," thornyhead (idiots)",1998,"Ketchikan/Craig",143,3,"10927"," 38141 "," 3.49 "
"rockfish"," yelloweye (red snapper)",1998,"Ketchikan/Craig",145,3,"39714"," 61241 "," 1.54 "
"sablefish (blackcod)","",1998,"Ketchikan/Craig",710,5,"531694"," 1686885 "," 3.17 "
"salmon roe"," chum",1998,"Ketchikan/Craig",405,5,"1629506"," 10709588 "," 6.57 "
"salmon roe"," coho",1998,"Ketchikan/Craig",403,5,"53493"," 129723 "," 2.43 "
"salmon roe"," pink",1998,"Ketchikan/Craig",404,4,"450028"," 853978 "," 1.90 "
"salmon roe"," sockeye",1998,"Ketchikan/Craig",402,4,"8535"," 25950 "," 3.04 "
"salmon"," chinook",1998,"Ketchikan/Craig",410,11,"485652"," 1057434 "," 2.18 "
"salmon"," chum",1998,"Ketchikan/Craig",450,10,"28676633"," 17490629 "," 0.61 "
"salmon"," coho",1998,"Ketchikan/Craig",430,13,"4977623"," 8149089 "," 1.64 "
"salmon"," pink",1998,"Ketchikan/Craig",440,10,"45364965"," 40351711 "," 0.89 "
"salmon"," sockeye",1998,"Ketchikan/Craig",420,9,"2084150"," 7506677 "," 3.60 "
"sea cucumber","",1998,"Ketchikan/Craig",895,3,"750753"," 2813401 "," 3.75 "
"shrimp"," coonstriped",1998,"Ketchikan/Craig",964,4,"535"," 1719 "," 3.21 "
"shrimp"," spot",1998,"Ketchikan/Craig",965,22,"267218"," 1168838 "," 4.37 "
"cod"," Pacific (gray)",1998,"Kodiak",110,10,"21230140"," 30357908 "," 1.43 "
"flounder"," Alaska plaice",1998,"Kodiak",133,3,"3336"," 6853 "," 2.05 "
"flounder"," arrowtooth",1998,"Kodiak",121,3,"274950"," 235271 "," 0.86 "
"flounder"," general",1998,"Kodiak",120,3,"439573"," 352442 "," 0.80 "
"flounder"," starry",1998,"Kodiak",129,5,"55360"," 85203 "," 1.54 "
"halibut"," Pacific",1998,"Kodiak",200,10,"9407845"," 17094799 "," 1.82 "
"herring"," bait",1998,"Kodiak",233,3,"319760"," 128750 "," 0.40 "
"herring"," roe only",1998,"Kodiak",232,3,"15245"," 26739 "," 1.75 "
"herring"," with sac roe",1998,"Kodiak",234,8,"2795158"," 1726870 "," 0.62 "
"octopus"," North Pacific",1998,"Kodiak",870,5,"283116"," 317409 "," 1.12 "
"perch"," Pacific ocean",1998,"Kodiak",141,7,"1410480"," 1995752 "," 1.41 "
"pollock"," walleye",1998,"Kodiak",270,7,"32689018"," 32513896 "," 0.99 "
"rockfish"," black",1998,"Kodiak",142,7,"141141"," 104520 "," 0.74 "
"rockfish"," dusky",1998,"Kodiak",154,6,"563496"," 751976 "," 1.33 "
"rockfish"," northern",1998,"Kodiak",136,6,"1099615"," 1305394 "," 1.19 "
"rockfish"," redbanded",1998,"Kodiak",153,3,"290"," 383 "," 1.32 "
"rockfish"," rougheye",1998,"Kodiak",151,6,"34577"," 37037 "," 1.07 "
"rockfish"," shortraker",1998,"Kodiak",152,3,"19288"," 23097 "," 1.20 "
"rockfish"," thornyhead (idiots)",1998,"Kodiak",143,9,"265244"," 575642 "," 2.17 "
"rockfish"," yelloweye (red snapper)",1998,"Kodiak",145,5,"6385"," 7640 "," 1.20 "
"sablefish (blackcod)","",1998,"Kodiak",710,9,"2536359"," 8468000 "," 3.34 "
"salmon roe"," chinook",1998,"Kodiak",401,6,"1470"," 3645 "," 2.48 "
"salmon roe"," chum",1998,"Kodiak",405,7,"51725"," 141547 "," 2.74 "
"salmon roe"," coho",1998,"Kodiak",403,7,"39892"," 85172 "," 2.14 "
"salmon roe"," pink",1998,"Kodiak",404,7,"1223380"," 2271162 "," 1.86 "
"salmon roe"," sockeye",1998,"Kodiak",402,7,"253016"," 829815 "," 3.28 "
"salmon"," chinook",1998,"Kodiak",410,9,"325237"," 580587 "," 1.79 "
"salmon"," chum",1998,"Kodiak",450,9,"1727392"," 1345526 "," 0.78 "
"salmon"," coho",1998,"Kodiak",430,9,"1987850"," 2977526 "," 1.50 "
"salmon"," pink",1998,"Kodiak",440,8,"40470576"," 43171476 "," 1.07 "
"salmon"," sockeye",1998,"Kodiak",420,10,"11658475"," 36135754 "," 3.10 "
"scallop"," weathervane",1998,"Kodiak",850,6,"125025"," 731555 "," 5.85 "
"skate"," general",1998,"Kodiak",700,3,"231839"," 105826 "," 0.46 "
"sole"," Dover",1998,"Kodiak",124,6,"856102"," 2015006 "," 2.35 "
"sole"," butter",1998,"Kodiak",126,4,"49941"," 112074 "," 2.24 "
"sole"," flathead",1998,"Kodiak",122,7,"198401"," 435703 "," 2.20 "
"sole"," rex",1998,"Kodiak",125,7,"215663"," 305476 "," 1.42 "
"sole"," rock",1998,"Kodiak",123,7,"1361205"," 2644549 "," 1.94 "
"herring"," with sac roe",1998,"Kuskokwim",234,3,"3084669"," 1492227 "," 0.48 "
"cod"," Pacific (gray)",1998,"Petersburg/Wrangell",110,3,"36993"," 7932 "," 0.21 "
"crab"," Dungeness",1998,"Petersburg/Wrangell",910,8,"1171509"," 3382499 "," 2.89 "
"crab"," Tanner, bairdi",1998,"Petersburg/Wrangell",931,7,"1096539"," 5268084 "," 4.80 "
"crab"," golden (brown) king",1998,"Petersburg/Wrangell",923,3,"120953"," 648278 "," 5.36 "
"halibut"," Pacific",1998,"Petersburg/Wrangell",200,8,"3269060"," 7485509 "," 2.29 "
"lingcod","",1998,"Petersburg/Wrangell",130,5,"3017"," 3518 "," 1.17 "
"rockfish"," quillback",1998,"Petersburg/Wrangell",147,3,"2073"," 1330 "," 0.64 "
"rockfish"," redbanded",1998,"Petersburg/Wrangell",153,4,"876"," 684 "," 0.78 "
"rockfish"," rougheye",1998,"Petersburg/Wrangell",151,4,"6447"," 4310 "," 0.67 "
"rockfish"," shortraker",1998,"Petersburg/Wrangell",152,4,"26075"," 26326 "," 1.01 "
"rockfish"," thornyhead (idiots)",1998,"Petersburg/Wrangell",143,3,"56004"," 130195 "," 2.32 "
"rockfish"," yelloweye (red snapper)",1998,"Petersburg/Wrangell",145,6,"10776"," 7052 "," 0.65 "
"sablefish (blackcod)","",1998,"Petersburg/Wrangell",710,5,"1302698"," 4511221 "," 3.46 "
"salmon roe"," chinook",1998,"Petersburg/Wrangell",401,5,"1798"," 3553 "," 1.98 "
"salmon roe"," chum",1998,"Petersburg/Wrangell",405,6,"1161436"," 7127652 "," 6.14 "
"salmon roe"," coho",1998,"Petersburg/Wrangell",403,6,"39575"," 110105 "," 2.78 "
"salmon roe"," pink",1998,"Petersburg/Wrangell",404,5,"566733"," 1643671 "," 2.90 "
"salmon roe"," sockeye",1998,"Petersburg/Wrangell",402,5,"16329"," 46664 "," 2.86 "
"salmon"," chinook",1998,"Petersburg/Wrangell",410,14,"417699"," 891759 "," 2.13 "
"salmon"," chum",1998,"Petersburg/Wrangell",450,10,"18382803"," 9021411 "," 0.49 "
"salmon"," coho",1998,"Petersburg/Wrangell",430,13,"3147343"," 4404387 "," 1.40 "
"salmon"," pink",1998,"Petersburg/Wrangell",440,9,"27485535"," 29831513 "," 1.09 "
"salmon"," sockeye",1998,"Petersburg/Wrangell",420,12,"1675289"," 5024423 "," 3.00 "
"shrimp"," coonstriped",1998,"Petersburg/Wrangell",964,5,"36540"," 155026 "," 4.24 "
"shrimp"," spot",1998,"Petersburg/Wrangell",965,12,"89028"," 462951 "," 5.20 "
"cod"," Pacific (gray)",1998,"Prince William Sound",110,6,"359210"," 577713 "," 1.61 "
"halibut"," Pacific",1998,"Prince William Sound",200,11,"1335116"," 3479906 "," 2.61 "
"herring"," with sac roe",1998,"Prince William Sound",234,4,"3368009"," 1938290 "," 0.58 "
"rockfish"," rougheye",1998,"Prince William Sound",151,3,"7730"," 9046 "," 1.17 "
"rockfish"," thornyhead (idiots)",1998,"Prince William Sound",143,4,"11924"," 33810 "," 2.84 "
"rockfish"," yelloweye (red snapper)",1998,"Prince William Sound",145,3,"1630"," 1835 "," 1.13 "
"sablefish (blackcod)","",1998,"Prince William Sound",710,5,"692065"," 2467825 "," 3.57 "
"salmon roe"," chinook",1998,"Prince William Sound",401,6,"31697"," 92180 "," 2.91 "
"salmon roe"," chum",1998,"Prince William Sound",405,9,"295920"," 1194782 "," 4.04 "
"salmon roe"," coho",1998,"Prince William Sound",403,7,"45003"," 134684 "," 2.99 "
"salmon roe"," pink",1998,"Prince William Sound",404,9,"2357702"," 6689160 "," 2.84 "
"salmon roe"," sockeye",1998,"Prince William Sound",402,7,"166477"," 708743 "," 4.26 "
"salmon"," chinook",1998,"Prince William Sound",410,14,"1213357"," 4823493 "," 3.98 "
"salmon"," chum",1998,"Prince William Sound",450,12,"9115170"," 6433922 "," 0.71 "
"salmon"," coho",1998,"Prince William Sound",430,14,"1315831"," 1900782 "," 1.44 "
"salmon"," pink",1998,"Prince William Sound",440,12,"48387054"," 45240020 "," 0.93 "
"salmon"," sockeye",1998,"Prince William Sound",420,21,"8348943"," 24690806 "," 2.96 "
"halibut"," Pacific",1998,"Sitka/Pelican",200,8,"3377689"," 7219746 "," 2.14 "
"herring"," with sac roe",1998,"Sitka/Pelican",234,3,"4636935"," 2997176 "," 0.65 "
"lingcod","",1998,"Sitka/Pelican",130,9,"183415"," 348316 "," 1.90 "
"rockfish"," redbanded",1998,"Sitka/Pelican",153,4,"6311"," 6552 "," 1.04 "
"rockfish"," rougheye",1998,"Sitka/Pelican",151,4,"15069"," 13697 "," 0.91 "
"rockfish"," shortraker",1998,"Sitka/Pelican",152,3,"24572"," 28634 "," 1.17 "
"rockfish"," thornyhead (idiots)",1998,"Sitka/Pelican",143,4,"84973"," 263663 "," 3.10 "
"rockfish"," yelloweye (red snapper)",1998,"Sitka/Pelican",145,3,"498277"," 1075289 "," 2.16 "
"sablefish (blackcod)","",1998,"Sitka/Pelican",710,5,"4163349"," 14901032 "," 3.58 "
"salmon roe"," chinook",1998,"Sitka/Pelican",401,3,"337"," 331 "," 0.98 "
"salmon roe"," chum",1998,"Sitka/Pelican",405,6,"595967"," 3370199 "," 5.66 "
"salmon roe"," coho",1998,"Sitka/Pelican",403,10,"7769"," 6674 "," 0.86 "
"salmon"," chinook",1998,"Sitka/Pelican",410,21,"1860814"," 4098218 "," 2.20 "
"salmon"," chum",1998,"Sitka/Pelican",450,26,"6291231"," 3405073 "," 0.54 "
"salmon"," coho",1998,"Sitka/Pelican",430,22,"5274750"," 9887437 "," 1.87 "
"salmon"," pink",1998,"Sitka/Pelican",440,10,"4542559"," 2021103 "," 0.44 "
"salmon"," sockeye",1998,"Sitka/Pelican",420,14,"91879"," 182747 "," 1.99 "
"sea cucumber","",1998,"Sitka/Pelican",895,3,"180223"," 361721 "," 2.01 "
"shrimp"," coonstriped",1998,"Sitka/Pelican",964,3,"297"," 1229 "," 4.14 "
"shrimp"," spot",1998,"Sitka/Pelican",965,6,"26594"," 139980 "," 5.26 "
"salmon roe"," chinook",1998,"Yukon",401,3,"8204"," 20067 "," 2.45 "
"salmon roe"," chum",1998,"Yukon",405,4,"1955"," 4487 "," 2.30 "
"salmon"," chinook",1998,"Yukon",410,5,"267472"," 1372126 "," 5.13 "
"salmon"," chum",1998,"Yukon",450,5,"84840"," 60783 "," 0.72 "
"cod"," Pacific (gray)",1999,"Adak/West Aleutians",110,9,"4360282"," 4743897 "," 1.09 "
"rockfish"," shortraker",1999,"Adak/West Aleutians",152,3,"2592"," 4350 "," 1.68 "
"rockfish"," thornyhead (idiots)",1999,"Adak/West Aleutians",143,3,"9171"," 34135 "," 3.72 "
"sablefish (blackcod)","",1999,"Adak/West Aleutians",710,4,"182039"," 573316 "," 3.15 "
"turbot"," Greenland",1999,"Adak/West Aleutians",134,3,"66173"," 66852 "," 1.01 "
"cod"," Pacific (gray)",1999,"Alaska Peninsula",110,7,"15284510"," 25458434 "," 1.67 "
"pollock"," walleye",1999,"Alaska Peninsula",270,5,"32529997"," 34947351 "," 1.07 "
"sablefish (blackcod)","",1999,"Alaska Peninsula",710,3,"566328"," 2099591 "," 3.71 "
"salmon roe"," chinook",1999,"Alaska Peninsula",401,3,"3194"," 10964 "," 3.43 "
"salmon roe"," chum",1999,"Alaska Peninsula",405,3,"144744"," 449684 "," 3.11 "
"salmon roe"," sockeye",1999,"Alaska Peninsula",402,3,"402264"," 2276422 "," 5.66 "
"salmon"," chinook",1999,"Alaska Peninsula",410,5,"114225"," 173305 "," 1.52 "
"salmon"," chum",1999,"Alaska Peninsula",450,6,"4731940"," 2776502 "," 0.59 "
"salmon"," coho",1999,"Alaska Peninsula",430,3,"1054305"," 1485497 "," 1.41 "
"salmon"," sockeye",1999,"Alaska Peninsula",420,6,"22303572"," 60279522 "," 2.70 "
"scallop"," weathervane",1999,"Alaska Peninsula",850,4,"208847"," 1257089 "," 6.02 "
"crab"," Tanner, snow (opilio)",1999,"Bering Sea",932,8,"59403285"," 173365734 "," 2.92 "
"crab"," red king",1999,"Bristol Bay",921,4,"159199"," 1854518 "," 11.65 "
"herring"," roe only",1999,"Bristol Bay",232,3,"3402795"," 2154919 "," 0.63 "
"herring"," with sac roe",1999,"Bristol Bay",234,10,"33088909"," 24839829 "," 0.75 "
"salmon roe"," chinook",1999,"Bristol Bay",401,15,"15254"," 41746 "," 2.74 "
"salmon roe"," chum",1999,"Bristol Bay",405,15,"88041"," 332015 "," 3.77 "
"salmon roe"," sockeye",1999,"Bristol Bay",402,18,"1527414"," 6877483 "," 4.50 "
"salmon"," chinook",1999,"Bristol Bay",410,17,"280533"," 454092 "," 1.62 "
"salmon"," chum",1999,"Bristol Bay",450,20,"2325992"," 1238193 "," 0.53 "
"salmon"," coho",1999,"Bristol Bay",430,7,"79573"," 181616 "," 2.28 "
"salmon"," sockeye",1999,"Bristol Bay",420,26,"82561861"," 197475588 "," 2.39 "
"salmon"," pink",1999,"Canada",440,6,"3556804"," 4096795 "," 1.15 "
"salmon"," sockeye",1999,"Canada",420,6,"2631927"," 2963918 "," 1.13 "
"cod"," Pacific (gray)",1999,"Cook Inlet",110,15,"2445587"," 2444346 "," 1.00 "
"halibut"," Pacific",1999,"Cook Inlet",200,19,"8637727"," 24806734 "," 2.87 "
"lingcod","",1999,"Cook Inlet",130,7,"6743"," 12436 "," 1.84 "
"rockfish"," black",1999,"Cook Inlet",142,5,"7319"," 22102 "," 3.02 "
"rockfish"," quillback",1999,"Cook Inlet",147,4,"3058"," 7441 "," 2.43 "
"rockfish"," rougheye",1999,"Cook Inlet",151,8,"25880"," 31749 "," 1.23 "
"rockfish"," shortraker",1999,"Cook Inlet",152,4,"7322"," 7475 "," 1.02 "
"rockfish"," thornyhead (idiots)",1999,"Cook Inlet",143,6,"50916"," 151889 "," 2.98 "
"rockfish"," yelloweye (red snapper)",1999,"Cook Inlet",145,9,"31105"," 61243 "," 1.97 "
"sablefish (blackcod)","",1999,"Cook Inlet",710,9,"3727862"," 14840262 "," 3.98 "
"salmon roe"," chinook",1999,"Cook Inlet",401,8,"12025"," 37200 "," 3.09 "
"salmon roe"," chum",1999,"Cook Inlet",405,9,"235617"," 1802451 "," 7.65 "
"salmon roe"," coho",1999,"Cook Inlet",403,7,"14138"," 57324 "," 4.05 "
"salmon roe"," pink",1999,"Cook Inlet",404,5,"519192"," 2546507 "," 4.90 "
"salmon roe"," sockeye",1999,"Cook Inlet",402,10,"498350"," 2993509 "," 6.01 "
"salmon"," chinook",1999,"Cook Inlet",410,21,"379252"," 926480 "," 2.44 "
"salmon"," chum",1999,"Cook Inlet",450,22,"5699077"," 3449409 "," 0.61 "
"salmon"," coho",1999,"Cook Inlet",430,22,"724605"," 1141719 "," 1.58 "
"salmon"," pink",1999,"Cook Inlet",440,17,"7775318"," 6401323 "," 0.82 "
"salmon"," sockeye",1999,"Cook Inlet",420,24,"15948454"," 42371695 "," 2.66 "
"scallop"," weathervane",1999,"Cook Inlet",850,3,"19259"," 132418 "," 6.88 "
"cod"," Pacific (gray)",1999,"Dutch Harbor",110,9,"23733868"," 37540279 "," 1.58 "
"crab"," Tanner, snow (opilio)",1999,"Dutch Harbor",932,9,"38358593"," 109620654 "," 2.86 "
"crab"," golden (brown) king",1999,"Dutch Harbor",923,8,"3138527"," 20909103 "," 6.66 "
"crab"," red king",1999,"Dutch Harbor",921,11,"4664861"," 53495917 "," 11.47 "
"flounder"," arrowtooth",1999,"Dutch Harbor",121,3,"8983"," 2358 "," 0.26 "
"halibut"," Pacific",1999,"Dutch Harbor",200,9,"6726401"," 16110299 "," 2.40 "
"pollock"," walleye",1999,"Dutch Harbor",270,4,"234590954"," 230704642 "," 0.98 "
"rockfish"," thornyhead (idiots)",1999,"Dutch Harbor",143,5,"32417"," 100749 "," 3.11 "
"sablefish (blackcod)","",1999,"Dutch Harbor",710,8,"771369"," 2767021 "," 3.59 "
"turbot"," Greenland",1999,"Dutch Harbor",134,6,"195523"," 273297 "," 1.40 "
"cod"," Pacific (gray)",1999,"EEZ",110,24,"41006595"," 49911371 "," 1.22 "
"crab"," Tanner, snow (opilio)",1999,"EEZ",932,9,"7508838"," 18634284 "," 2.48 "
"crab"," red king",1999,"EEZ",921,4,"342184"," 3899292 "," 11.40 "
"flounder"," arrowtooth",1999,"EEZ",121,5,"1367815"," 491110 "," 0.36 "
"greenling"," Atka mackerel",1999,"EEZ",193,6,"10853133"," 2755803 "," 0.25 "
"groundfish"," general",1999,"EEZ",100,6,"72916"," 54957 "," 0.75 "
"halibut"," Pacific",1999,"EEZ",200,4,"106656"," 232125 "," 2.18 "
"lingcod","",1999,"EEZ",130,5,"8456"," 3996 "," 0.47 "
"perch"," Pacific ocean",1999,"EEZ",141,7,"1982518"," 782831 "," 0.39 "
"pollock"," walleye",1999,"EEZ",270,19,"70296842"," 77210096 "," 1.10 "
"rockfish"," black",1999,"EEZ",142,3,"17306"," 27151 "," 1.57 "
"rockfish"," dusky",1999,"EEZ",154,6,"610894"," 217248 "," 0.36 "
"rockfish"," northern",1999,"EEZ",136,6,"1052842"," 380803 "," 0.36 "
"rockfish"," rougheye",1999,"EEZ",151,9,"108241"," 124017 "," 1.15 "
"rockfish"," shortraker",1999,"EEZ",152,9,"65850"," 98585 "," 1.50 "
"rockfish"," thornyhead (idiots)",1999,"EEZ",143,13,"242583"," 636127 "," 2.62 "
"rockfish"," yelloweye (red snapper)",1999,"EEZ",145,4,"44339"," 72915 "," 1.64 "
"sablefish (blackcod)","",1999,"EEZ",710,15,"1966365"," 6784387 "," 3.45 "
"salmon roe"," coho",1999,"EEZ",403,3,"578"," 289 "," 0.50 "
"salmon"," chinook",1999,"EEZ",410,10,"42214"," 40676 "," 0.96 "
"salmon"," chum",1999,"EEZ",450,5,"316"," 89 "," 0.28 "
"salmon"," coho",1999,"EEZ",430,11,"133681"," 105603 "," 0.79 "
"salmon"," sockeye",1999,"EEZ",420,6,"101"," 121 "," 1.20 "
"scallop"," weathervane",1999,"EEZ",850,4,"343106"," 2000534 "," 5.83 "
"sole"," Dover",1999,"EEZ",124,5,"540247"," 268551 "," 0.50 "
"sole"," flathead",1999,"EEZ",122,5,"564914"," 360857 "," 0.64 "
"sole"," rex",1999,"EEZ",125,6,"3052350"," 4339684 "," 1.42 "
"sole"," rock",1999,"EEZ",123,5,"2895874"," 2801197 "," 0.97 "
"sole"," yellowfin",1999,"EEZ",127,4,"4857511"," 1787970 "," 0.37 "
"turbot"," Greenland",1999,"EEZ",134,14,"2317660"," 3705319 "," 1.60 "
"cod"," Pacific (gray)",1999,"Juneau/Yakutat",110,5,"56892"," 58778 "," 1.03 "
"crab"," Dungeness",1999,"Juneau/Yakutat",910,13,"233361"," 553915 "," 2.37 "
"crab"," Tanner, bairdi",1999,"Juneau/Yakutat",931,6,"554471"," 2040578 "," 3.68 "
"crab"," golden (brown) king",1999,"Juneau/Yakutat",923,4,"143891"," 910349 "," 6.33 "
"halibut"," Pacific",1999,"Juneau/Yakutat",200,17,"5684357"," 15411789 "," 2.71 "
"lingcod","",1999,"Juneau/Yakutat",130,8,"84345"," 85876 "," 1.02 "
"rockfish"," black",1999,"Juneau/Yakutat",142,4,"33918"," 50444 "," 1.49 "
"rockfish"," dusky",1999,"Juneau/Yakutat",154,3,"923"," 2072 "," 2.24 "
"rockfish"," quillback",1999,"Juneau/Yakutat",147,7,"2693"," 3538 "," 1.31 "
"rockfish"," redbanded",1999,"Juneau/Yakutat",153,6,"12183"," 15309 "," 1.26 "
"rockfish"," rougheye",1999,"Juneau/Yakutat",151,6,"68943"," 73368 "," 1.06 "
"rockfish"," shortraker",1999,"Juneau/Yakutat",152,5,"50811"," 31521 "," 0.62 "
"rockfish"," thornyhead (idiots)",1999,"Juneau/Yakutat",143,5,"25516"," 89641 "," 3.51 "
"rockfish"," yelloweye (red snapper)",1999,"Juneau/Yakutat",145,7,"89912"," 115568 "," 1.29 "
"sablefish (blackcod)","",1999,"Juneau/Yakutat",710,6,"2689314"," 10729871 "," 3.99 "
"salmon roe"," chinook",1999,"Juneau/Yakutat",401,6,"9928"," 24129 "," 2.43 "
"salmon roe"," chum",1999,"Juneau/Yakutat",405,11,"1257020"," 10499358 "," 8.35 "
"salmon roe"," coho",1999,"Juneau/Yakutat",403,9,"87747"," 350035 "," 3.99 "
"salmon roe"," pink",1999,"Juneau/Yakutat",404,4,"579264"," 1911347 "," 3.30 "
"salmon roe"," sockeye",1999,"Juneau/Yakutat",402,5,"48457"," 169098 "," 3.49 "
"salmon"," chinook",1999,"Juneau/Yakutat",410,30,"545602"," 1453420 "," 2.66 "
"salmon"," chum",1999,"Juneau/Yakutat",450,34,"15094894"," 6613215 "," 0.44 "
"salmon"," coho",1999,"Juneau/Yakutat",430,32,"5077361"," 9244346 "," 1.82 "
"salmon"," pink",1999,"Juneau/Yakutat",440,12,"13306697"," 12833308 "," 0.96 "
"salmon"," sockeye",1999,"Juneau/Yakutat",420,34,"1711822"," 4963148 "," 2.90 "
"scallop"," weathervane",1999,"Juneau/Yakutat",850,3,"228090"," 1358285 "," 5.96 "
"shrimp"," coonstriped",1999,"Juneau/Yakutat",964,7,"27560"," 152595 "," 5.54 "
"shrimp"," spot",1999,"Juneau/Yakutat",965,9,"18941"," 115830 "," 6.12 "
"clam"," Pacific geoduck",1999,"Ketchikan/Craig",815,3,"164480"," 544111 "," 3.31 "
"cod"," Pacific (gray)",1999,"Ketchikan/Craig",110,3,"9319"," 16207 "," 1.74 "
"crab"," Dungeness",1999,"Ketchikan/Craig",910,4,"95750"," 332458 "," 3.47 "
"halibut"," Pacific",1999,"Ketchikan/Craig",200,10,"894737"," 2736602 "," 3.06 "
"herring"," roe on kelp",1999,"Ketchikan/Craig",231,3,"118149"," 1018093 "," 8.62 "
"lingcod","",1999,"Ketchikan/Craig",130,4,"28290"," 55921 "," 1.98 "
"red sea urchin","",1999,"Ketchikan/Craig",892,3,"301426"," 4960265 "," 16.46 "
"rockfish"," shortraker",1999,"Ketchikan/Craig",152,4,"8348"," 14437 "," 1.73 "
"rockfish"," thornyhead (idiots)",1999,"Ketchikan/Craig",143,5,"9669"," 31917 "," 3.30 "
"rockfish"," yelloweye (red snapper)",1999,"Ketchikan/Craig",145,3,"102371"," 202979 "," 1.98 "
"sablefish (blackcod)","",1999,"Ketchikan/Craig",710,5,"583693"," 2255121 "," 3.86 "
"salmon roe"," chinook",1999,"Ketchikan/Craig",401,4,"6201"," 22626 "," 3.65 "
"salmon roe"," chum",1999,"Ketchikan/Craig",405,6,"1373858"," 11882239 "," 8.65 "
"salmon roe"," coho",1999,"Ketchikan/Craig",403,5,"40943"," 161613 "," 3.95 "
"salmon roe"," pink",1999,"Ketchikan/Craig",404,3,"730185"," 1567656 "," 2.15 "
"salmon roe"," sockeye",1999,"Ketchikan/Craig",402,3,"711308"," 3246044 "," 4.56 "
"salmon"," chinook",1999,"Ketchikan/Craig",410,11,"397004"," 935521 "," 2.36 "
"salmon"," chum",1999,"Ketchikan/Craig",450,9,"25153718"," 15814754 "," 0.63 "
"salmon"," coho",1999,"Ketchikan/Craig",430,14,"4534094"," 8008122 "," 1.77 "
"salmon"," pink",1999,"Ketchikan/Craig",440,8,"46711299"," 49820902 "," 1.07 "
"salmon"," sockeye",1999,"Ketchikan/Craig",420,8,"2154147"," 7792277 "," 3.62 "
"sea cucumber","",1999,"Ketchikan/Craig",895,3,"679043"," 4350773 "," 6.41 "
"shrimp"," coonstriped",1999,"Ketchikan/Craig",964,4,"798"," 1599 "," 2.00 "
"shrimp"," spot",1999,"Ketchikan/Craig",965,18,"268370"," 1544965 "," 5.76 "
"cod"," Pacific (gray)",1999,"Kodiak",110,16,"35089882"," 45876788 "," 1.31 "
"crab"," Dungeness",1999,"Kodiak",910,3,"304440"," 1233140 "," 4.05 "
"crab"," red king",1999,"Kodiak",921,4,"357840"," 4203092 "," 11.75 "
"flounder"," arrowtooth",1999,"Kodiak",121,3,"90096"," 98632 "," 1.09 "
"flounder"," starry",1999,"Kodiak",129,4,"128714"," 82878 "," 0.64 "
"halibut"," Pacific",1999,"Kodiak",200,10,"8798361"," 23907052 "," 2.72 "
"herring"," with sac roe",1999,"Kodiak",234,7,"2361325"," 1838007 "," 0.78 "
"octopus"," North Pacific",1999,"Kodiak",870,6,"162649"," 120101 "," 0.74 "
"perch"," Pacific ocean",1999,"Kodiak",141,7,"2506600"," 1014086 "," 0.40 "
"pollock"," walleye",1999,"Kodiak",270,10,"45567291"," 28898817 "," 0.63 "
"rockfish"," black",1999,"Kodiak",142,6,"29173"," 13350 "," 0.46 "
"rockfish"," dusky",1999,"Kodiak",154,7,"6653446"," 599802 "," 0.09 "
"rockfish"," northern",1999,"Kodiak",136,5,"1701999"," 601509 "," 0.35 "
"rockfish"," rougheye",1999,"Kodiak",151,7,"60006"," 42256 "," 0.70 "
"rockfish"," shortraker",1999,"Kodiak",152,5,"9568"," 7843 "," 0.82 "
